Country,Query,Status,Excluding.AMP,Difference.after.excluding.AMP,Match,Streamlined_Match,AMP.Cited,Concordance,ISO,Country.Name,WHO_Region
Syrian Arab Republic (Syria),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,,No: GAI Misses Information,SYR,Syrian Arab Republic,EMRO
Syrian Arab Republic (Syria),5. Allow for to isolation of contacts?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,SYR,Syrian Arab Republic,EMRO
Syrian Arab Republic (Syria),6. What level of government quarantines?,No relevant documents identified,,,"Exact match in answer, but no law found",No,,No: GAI Misses Information,SYR,Syrian Arab Republic,EMRO
Syrian Arab Republic (Syria),7. Quarantine enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,SYR,Syrian Arab Republic,EMRO
Syrian Arab Republic (Syria),8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,,No: GAI Misses Information,SYR,Syrian Arab Republic,EMRO
Tajikistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Tajikistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TJK,Tajikistan,EURO
Thailand,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,THA,Thailand,SEARO
Thailand,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,THA,Thailand,SEARO
Thailand,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.38.40 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/yvzAywOGDog2kI_IqsgeyQ/Zl4Sf_NBkYOg_ekN_sn-L1NstLS25vkMz6LR4FsTf5mKLQ75kGUP2yL3r21LG8isfJK6b6TdS4B15whhTDPuq8aM6V_a-hUVbRFItITGWgwf2KKtWhmsBDCz6t6DmoNQruuFt-a8XxB24nwkiae-cczpTJEa9Id7qmBVmgDMw9PRJ2dUlyyGDIqUjYnjgAbJ/FnxTPtz3AzMINvwK3Z3YFHlN7vQNuwJnGCSxp0-d4Eg),No major difference,Yes,Yes,checked,Yes,THA,Thailand,SEARO
Thailand,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.39.57 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/1f11Uf91SH0LogkiQG0rKg/DOIN4JVoPxA863Sfnfep9eYXvj0Zo-qpn4CUH1z_2qzqCO6HgAHc3oLzrOk3FQw9HNcGdDas_xvfDCgfi-mIGkxbOO1-pRIo3c3xmWLEO2G8lCBTheBUqmbe2tqwRlBZIgflro17Bj16dcpQ7YDAf3pQLsPTjf_bY0zZ3zY0AYlJYVVUsFgwQBd_MwNx987Z/QysO2DJq7Zag_Ezhras4ZtpfI8Hso6m8EE310gwCQ4M),No major difference,Yes,Yes,checked,Yes,THA,Thailand,SEARO
Thailand,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 11.40.43 AM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/kdBrXNXhImXeqUpVdalzRw/OJbURBrvRFjPtIcabkuBRgsJ_gz9IySW5rmTjo-fbn9JEzYWshYuMypNj5jPXAg9mFSpqrDMy-g6aLNpZynMIKb5OmncyVXxZ_JzWEMrai3ECAD6xtTtjHW9129TeuuHqbH8J-pb3ewriW-sKi0J9gObFNSCGibRPqjIGoMo1Hg_619F0OBJ79TSZAoGNseP/WZM54MQkV596agPWw96wePP4q7KieRNFLiG6nAwk6WA),No major difference,Yes,Yes,checked,Yes,THA,Thailand,SEARO
Thailand,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,THA,Thailand,SEARO
Thailand,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,THA,Thailand,SEARO
Thailand,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,THA,Thailand,SEARO
Timor-Leste,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TLS,Timor-Leste,SEARO
Timor-Leste,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TLS,Timor-Leste,SEARO
Timor-Leste,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TLS,Timor-Leste,SEARO
Timor-Leste,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,TLS,Timor-Leste,SEARO
Timor-Leste,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TLS,Timor-Leste,SEARO
Timor-Leste,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TLS,Timor-Leste,SEARO
Timor-Leste,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TLS,Timor-Leste,SEARO
Timor-Leste,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,TLS,Timor-Leste,SEARO
Togo,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Togo,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TGO,Togo,AFRO
Tonga,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Tonga,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TON,Tonga,WPRO
Trinidad and Tobago,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Trinidad and Tobago,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TTO,Trinidad and Tobago,AMRO
Tunisia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Tunisia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUN,Tunisia,EMRO
Türkiye (Turkey),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Türkiye (Turkey),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Türkiye (Turkey),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Türkiye (Turkey),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,,No: GAI Misses Information,TUR,Turkey,EURO
Türkiye (Turkey),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Türkiye (Turkey),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Türkiye (Turkey),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Türkiye (Turkey),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUR,Turkey,EURO
Turkmenistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 17.15.14.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/SD5QdyZvFAsLZBaFgyultA/V-am_BFjg_zMv3sFjX-NcNypM2T21gcx2W6oQuMgqcI_fMTjuCxYNixoqlt3QMR_ZZWSHP6z3pYIX9YvgktjrddCj0NnXiGVk4ajKrPrPgLrYsqzm_MCjiUIRMqHrGtI3HnYfjvtgEwrdiNzyqmqAj9UtxnMpeZOExiqbx0MTL_ihd1G8QZeXiKvtEFzc9Lr/ljo9P2pewqrKbjBkI2XbFGgmMEDNYxDv5PZkjIDrEF4),Major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,TKM,Turkmenistan,EURO
Turkmenistan,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TKM,Turkmenistan,EURO
Turkmenistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.32.42 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/H--FSZKIcbsglXLovyCpdA/ntyStVGm6K1J01VgUDoC-3aQsvhlUQGqU9SWa0vsLeFr8g7eEnpuX0uW5MfzI_0InBTdwduwqjAJJGjFf9tNkv08Gddw07re0mYF05mczkj5_9Vt6Pmv7e1Kw-8f12gVjML0FzfH8IB6e6OFvkxbJa-bvVCFvEZffIIjoS6PXaj7YtFGBAqm4gPLG9J9Mi9h/IYFvXZE2ahjEtx5oFqYVfpfSvuMdUnZ2G1m1nPIqnY0),No major difference,No - AI misses info found by human,No,checked,No: GAI Misses Information,TKM,Turkmenistan,EURO
Turkmenistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TKM,Turkmenistan,EURO
Turkmenistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TKM,Turkmenistan,EURO
Turkmenistan,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TKM,Turkmenistan,EURO
Turkmenistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TKM,Turkmenistan,EURO
Turkmenistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.35.55 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/b9JaR3qnANIqKnkv8lPFbg/liHObR1-5e4_pDm39TGADCX14u194nBysSDC0zOLsknqGe0UsLuIIMknvJq3qvoG_iNR5oXSDguZr2-L8y83s09MP06xrc_C1YtJvlRWuXBUsmaijXr7jJu1ytpMdhthIOJaySN1xFNXPGuD4dY62eAmTRzmf9Mqo73Q1CdVKa9ecScdRi7ks8r3FaS9fFiM/XGi4I1ZzChpGGO4dIb2_9JqD5ssckawB6IpWqy6JGa0),No major difference,Yes,Yes,checked,Yes,TKM,Turkmenistan,EURO
Tuvalu,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Tuvalu,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,TUV,Tuvalu,WPRO
Uganda,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Uganda,2. What level of government isolates?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,,No: GAI Misses Information,UGA,Uganda,AFRO
Uganda,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Uganda,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Uganda,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Uganda,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Uganda,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Uganda,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UGA,Uganda,AFRO
Ukraine,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UKR,Ukraine,EURO
Ukraine,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UKR,Ukraine,EURO
Ukraine,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,,No: GAI Provides More Information,UKR,Ukraine,EURO
Ukraine,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UKR,Ukraine,EURO
Ukraine,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UKR,Ukraine,EURO
Ukraine,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UKR,Ukraine,EURO
Ukraine,7. Quarantine enforcement mechanisms?,New document identified - suggest including,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,,No: GAI Provides More Information,UKR,Ukraine,EURO
Ukraine,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,UKR,Ukraine,EURO
United Arab Emirates (UAE),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,,No: GAI Provides Incorrect Information,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Arab Emirates (UAE),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,ARE,United Arab Emirates,EMRO
United Kingdom of Great Britain and Northern Ireland (UK),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Kingdom of Great Britain and Northern Ireland (UK),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,,Yes,GBR,United Kingdom of Great Britain and Northern Ireland,EURO
United Republic of Tanzania,1. What law allows the government to isolate?,New document identified - suggest excluding,Screenshot 2024-09-15 at 16.10.19.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/RhmBHpF8vzi40-iEJ8WY3g/uYp0lsI879Y6rLvzId7f_Xt2tXuM-txsAsH-d_AhyJ1osaevCMoWAHvLDsp_93OrIa20vjsMyj_ACrr0EAIpNhLVl_wSxb5us34eCKpL5fMJM3rsXCbAx5UHF7be7mS6sKDlN7m_h7YBagaO7IXfOf5AOCWJySTb_56dcTrJLkccRc71AD43L_D8-STTdu1U/2HB6A-R3PkhL0BzKe51yd_3knvR3BhS6vTTgLowA6ZE),No major difference,No - AI provides wrong info,No,checked,No: GAI Provides Incorrect Information,TZA,United Republic of Tanzania,AFRO
