Country,Query,Status,Excluding AMP,Difference after excluding AMP,Match,Streamlined_Match,AMP Cited
Timor-Leste,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
Togo,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Togo,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tonga,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Trinidad and Tobago,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tunisia,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Türkiye (Turkey),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Türkiye (Turkey),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Turkmenistan,1. What law allows the government to isolate?,Identified document(s) already in Airtable,Screenshot 2024-09-15 at 17.15.14.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/SD5QdyZvFAsLZBaFgyultA/V-am_BFjg_zMv3sFjX-NcNypM2T21gcx2W6oQuMgqcI_fMTjuCxYNixoqlt3QMR_ZZWSHP6z3pYIX9YvgktjrddCj0NnXiGVk4ajKrPrPgLrYsqzm_MCjiUIRMqHrGtI3HnYfjvtgEwrdiNzyqmqAj9UtxnMpeZOExiqbx0MTL_ihd1G8QZeXiKvtEFzc9Lr/ljo9P2pewqrKbjBkI2XbFGgmMEDNYxDv5PZkjIDrEF4),Major difference,No - AI misses info found by human,No,checked
Turkmenistan,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Turkmenistan,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.32.42 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/H--FSZKIcbsglXLovyCpdA/ntyStVGm6K1J01VgUDoC-3aQsvhlUQGqU9SWa0vsLeFr8g7eEnpuX0uW5MfzI_0InBTdwduwqjAJJGjFf9tNkv08Gddw07re0mYF05mczkj5_9Vt6Pmv7e1Kw-8f12gVjML0FzfH8IB6e6OFvkxbJa-bvVCFvEZffIIjoS6PXaj7YtFGBAqm4gPLG9J9Mi9h/IYFvXZE2ahjEtx5oFqYVfpfSvuMdUnZ2G1m1nPIqnY0),No major difference,No - AI misses info found by human,No,checked
Turkmenistan,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Turkmenistan,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Turkmenistan,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Turkmenistan,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Turkmenistan,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.35.55 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/b9JaR3qnANIqKnkv8lPFbg/liHObR1-5e4_pDm39TGADCX14u194nBysSDC0zOLsknqGe0UsLuIIMknvJq3qvoG_iNR5oXSDguZr2-L8y83s09MP06xrc_C1YtJvlRWuXBUsmaijXr7jJu1ytpMdhthIOJaySN1xFNXPGuD4dY62eAmTRzmf9Mqo73Q1CdVKa9ecScdRi7ks8r3FaS9fFiM/XGi4I1ZzChpGGO4dIb2_9JqD5ssckawB6IpWqy6JGa0),No major difference,Yes,Yes,checked
Tuvalu,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Tuvalu,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,2. What level of government isolates?,Identified document(s) already in Airtable,,,No - AI misses info found by human,No,
Uganda,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
Uganda,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ukraine,1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
Ukraine,2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
Ukraine,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,
Ukraine,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Ukraine,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
Ukraine,6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
Ukraine,7. Quarantine enforcement mechanisms?,New document identified - suggest including,,,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,
Ukraine,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,No - AI provides wrong info,No,
United Arab Emirates (UAE),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
United Arab Emirates (UAE),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
United Kingdom of Great Britain and Northern Ireland (UK),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
United Republic of Tanzania,1. What law allows the government to isolate?,New document identified - suggest excluding,Screenshot 2024-09-15 at 16.10.19.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/RhmBHpF8vzi40-iEJ8WY3g/uYp0lsI879Y6rLvzId7f_Xt2tXuM-txsAsH-d_AhyJ1osaevCMoWAHvLDsp_93OrIa20vjsMyj_ACrr0EAIpNhLVl_wSxb5us34eCKpL5fMJM3rsXCbAx5UHF7be7mS6sKDlN7m_h7YBagaO7IXfOf5AOCWJySTb_56dcTrJLkccRc71AD43L_D8-STTdu1U/2HB6A-R3PkhL0BzKe51yd_3knvR3BhS6vTTgLowA6ZE),No major difference,No - AI provides wrong info,No,checked
United Republic of Tanzania,2. What level of government isolates?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.49.09 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/nRCWIz9yhdlJ0YpnJfV8tw/2-2Z0ECFyjzrYRRM9dmJqxx3hvsUvymFjqXgqQMTKWjDcOXQentMhMWR3VMVAexZcaydXZPwkPYti6a3B2nQ6mFzKk3j12tbe7BAWRrc0ewb7zDpEHHu2JEQ4UYoPR48eLRWh1FI-u5Ey5f9GDc-l2muwXEp0wTfMfWJSznExGklsOcNN4dKMEQaU6iXCfqv/psDF_CBhrUoFu61PSJkuddEUO0oZmdWek14hLNY4VpY),No major difference,Yes,Yes,checked
United Republic of Tanzania,3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.50.21 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/IVz0zlsXuAqna7iU0-I8sQ/TCuKJNlkQMgIf2ountG2f-qggAuNLeovTt_FeVvWRc14LXe5EY-xeAtemM47bHMcCEOatdnj4gx9lJnQH2dt12xv51OW9RBPpZJMSvrp88djWdo6AdCTn9temaTgfiublNd4-3io-26CsxvyLQwrWQPoWkH_BO8aiXHIGMg4RMKhuys8RLSkpS8NoXaiWieZ/T68Jm-2KPT6_ohkv9LM652Ic_U0XUxiY39tdhh_WYi8),No major difference,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,checked
United Republic of Tanzania,4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.55.44 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/U0b6bw6WeXAZsXF2va7iIw/sOgzi7Jct359vSNf_Z-MO9XWUlrCRkQziUjMcvTSHyXNdxBvdTvzByI2etLhcC5viRKQRlDFaTledhQTs0uNSsIyaItQtaUpe9GuDi__hl8WMLNorp4bGD6X-XEbB33yHE7ZTsEkGCC6nSR1yE8IWRUp6lbm3ocosbNMmE_p49PZzXFZwP2Pm8aNwxPEu7Zj/8UrcOVrsHAjRKAvFdmOc0VcleJfd1t6wuiS_mobW6_c),No major difference,Yes,Yes,checked
United Republic of Tanzania,5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
United Republic of Tanzania,6. What level of government quarantines?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.57.47 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/J5ETyZzOz6Zgny--CuGZDQ/xUVnEdJSCNLqqrymLX9VncdOcdW4RQbjMV7Ka2-tVTAECFgvhoPBrYkDv6FKVlkPNaYAeAFdRDmKG92uhCs0t-QLBSbJRwGj2-JxUOOwpV_9SneciY5vl7hS0c18WfiPWVv29_5cysMQ-LTnLt44HPx9oqsNlRb1Ke0ejmdkXMkIlN-xigcgcOCArjsKUkbN/uR4EZrPiz2e5EUVIhrsgkGb3VLeHu6X_RbE5lWXDZ-E),No major difference,No - AI provides additional info missed by human,AI finds something missed or incorrectly interpreted by SME,checked
United Republic of Tanzania,7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,No major difference,Yes,Yes,
United Republic of Tanzania,8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,Screenshot 2024-09-16 at 12.48.18 PM.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/VoFdL2ZxACGqTJmaEPVhYA/190a9a0LiEpSRoVmRvcgNF6RCrdqH3xH8_nexpJOyfN-Er2JJ_GqA2LhGeiCkWFSLuvgeMn2aBD_QjZH2BWa0xUDiPBAbKCx2-tf2IBgmlg-G1n8sPrTzICSl3b95D5un5CworUrwyX8rdZBadmH8jBcEu28abCfgBLyUnpwQ0HPBsAz4O_8h1IhwLyGe5iD/XD3oGqDJYVFA0ay5xcaEh-irCK3Nl46RKeJiWQ_OE8E),No major difference,"AI provides correct info, human was entirely wrong",AI finds something missed or incorrectly interpreted by SME,checked
United States of America (USA),1. What law allows the government to isolate?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),2. What level of government isolates?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),3. Isolation enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),4. Does the law limit isolation to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),5. Allow for to isolation of contacts?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),6. What level of government quarantines?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),7. Quarantine enforcement mechanisms?,Identified document(s) already in Airtable,,,Yes,Yes,
United States of America (USA),8. Does the law limit quarantine to a list?,Identified document(s) already in Airtable,,,Yes,Yes,
Uruguay,1. What law allows the government to isolate?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Uruguay,2. What level of government isolates?,No relevant documents identified,,,No - AI misses info found by human,No,
Uruguay,3. Isolation enforcement mechanisms?,No relevant documents identified,,,No - AI misses info found by human,No,
Uruguay,4. Does the law limit isolation to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Uruguay,5. Allow for to isolation of contacts?,No relevant documents identified,,,"Exact match in answer, but no law found",No,
Uruguay,6. What level of government quarantines?,New document identified - suggest excluding,,,"Answer match, wrong law",No,
Uruguay,7. Quarantine enforcement mechanisms?,New document identified - suggest excluding,,,No - AI misses info found by human,No,
Uruguay,8. Does the law limit quarantine to a list?,No relevant documents identified,,,No - AI misses info found by human,No,
Uzbekistan,1. What law allows the government to isolate?,No relevant documents identified,Screenshot 2024-09-15 at 16.07.31.png (https://v5.airtableusercontent.com/v3/u/33/33/1727200800000/JLTZ872bV4Msg_RgDEyg1g/VKXZRSq_b_o6b1Sb9_ZmrUQELYvjyBKNm12P8UMS1Geq-_h6bge-vPBnjwaX9XmG_2khiUsZfddXtRqqE7o2DqhhkF5jMOaNMadd6ZqWeiqqsvnIUY7_0gB6pr413-fXHo-NAdAG5mUIVvry2eR82kNM7et3TFaBl_V6PE97vZ8ZKSqqxs3pvI8vHIPtZeUl/rROsy6yQhmAmGq0b6-qiZwcvNIss04mK6aNK6-VchKA),Major difference,No - AI misses info found by human,No,checked
