Citation,Parent Statute,Source,Chapter,Document Type,File,url (from File),PDF (from File),Date Last Updated (from File),Date Originally Published (from File),Entity Empowered,Triggering Event,Describe Health Emergency,Location,Military Involvement (Federal),Preliminary Screening,Funding Stream Description,"Regulations: Relevant Chapter, Section or Article",Scenarios Matrix,Funding Stream?,Waiver Authority,Plans & Strategies,State Trigger,Document Description,Note,Powers Invoked
42 U.S.C. § 5196,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Federal Emergency Management Agency,Executive Office of the President of the United States",No triggering event - Capacity Building,Part of disaster preparedness,Domestic,Yes - Subject to Posse Comitatus,Include,"allows for ""financial contributions"" for ""emergency preparedness purposes""",,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Not applicable,"Describes measures that may be taken for emergency preparedness, including community preparedness compacts and financial contributions to/by States ",unsure about powers invoked,
",Strategies and General Preparedness Efforts",State plan requirement,"Federal-State Coordination""",,,,,,,,,,,,,,,,,,,,,,,
42 U.S.C. § 5134,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Federal Emergency Management Agency,Broadly applies to any relevant federal agency,Executive Office of the President of the United States",No triggering event - Capacity Building,No emergency required; part of disaster preparedness,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",No,No,,Not applicable,Establishes interagency task force for the purpose of coordinating the implementation of pre disaster hazard mitigation programs administered by the USFG,Unclear which agencies to code this for; also whether domestic or international,Strategies and General Preparedness Efforts
42. U.S.C. § 5149,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Federal Emergency Management Agency,Broadly applies to any relevant federal agency,Executive Office of the President of the United States","Presidential Emergency Declarations,Presidential Major Disaster Declaration",Major disaster or emergency,Domestic,Yes - Subject to Posse Comitatus,Include,FEMA administrator allowed to appoint temporary personnel to FEMA after they have served continuously for three years,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,Any federal agency is authorized to accept and utilize state/local government facilities with their consent; they are also able to appoint temporary personnel ,unsure about powers invoked,
",Federal-State Coordination",,,,,,,,,,,,,,,,,,,,,,,,,
42 U.S.C. §1570b(c),Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Department of Defense,Executive Office of the President of the United States",Presidential Major Disaster Declaration,Major disaster,Domestic,Yes - Subject to Posse Comitatus,Include,Reimbursement to DoD allowable (but not required),,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,Outlines restrictions on use of DOD resources; limits to 10 days,,"Provision of Supplies,""Troop or Uniformed Service or National Guard Deployment"""
50 U.S.C. § 98f,National Emergencies Act,"Emergency Authorities Under the National Emergencies Act,",,Legislation,National Emergencies Act,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/IzAAnbQKmpUDP_H_iKiUuw/yHHBXYy2IPbGzSCexyaWT0R8CieUkP2sMHRhRMCZQMLmz08DoaOUYB5irNlB8tgF2leLPUGnRllzPMs3B6E5gA5d0ACBkcC_w1VveSooMnpEtJyKdqKcapjTfW9nWRyg2me2opCpWJsOtmlyahExudgyK1Y1-YDdUJkvDx2rZRQ/Yl2k4XTrD9wA_7YkSVARmFYo8JNrwsNwAKqd84FNsdw),12/27/21,9/14/76,"Department of Defense,Executive Office of the President of the United States",NEA Emergency Declaration,There must be a declared emergency under the NEA. ,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",No,Yes,,Not applicable,"The President can allow designated people to use, sell, or dispose of materials in the National Defense Stockpile for national defense purposes during a war declared by Congress or a national emergency.",,
,,,,,,,,,,,,,,,,,,,,,,,,,
",,Strategic National Stockpile",Provision of Supplies,"Government Contracts""",,,,,,,,,,,,,,,,,,,,,,,
50 U.S.C. § 1435,National Emergencies Act,"Emergency Authorities Under the National Emergencies Act,",,Legislation,National Emergencies Act,https://www.govinfo.gov/content/pkg/COMPS-10385/pdf/COMPS-10385.pdf,COMPS-10385.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/IzAAnbQKmpUDP_H_iKiUuw/yHHBXYy2IPbGzSCexyaWT0R8CieUkP2sMHRhRMCZQMLmz08DoaOUYB5irNlB8tgF2leLPUGnRllzPMs3B6E5gA5d0ACBkcC_w1VveSooMnpEtJyKdqKcapjTfW9nWRyg2me2opCpWJsOtmlyahExudgyK1Y1-YDdUJkvDx2rZRQ/Yl2k4XTrD9wA_7YkSVARmFYo8JNrwsNwAKqd84FNsdw),12/27/21,9/14/76,"Department of Defense,Executive Office of the President of the United States",NEA Emergency Declaration,There must be a declared emergency under the NEA.,Domestic,Yes - Subject to Posse Comitatus,Include,Allows for the modification of appropriation rules surrounding defense contracts for a specified period of time.,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Yes,Yes,,Not applicable,The President's authority to modify defense contracts for national defense purposes is valid only during a national emergency declared by Congress or the President and for six months after it ends.,,"Waiver,Government Contracts"
10 U.S.C. § 12304,Active Duty ,PNNL,,Legislation,10 U.S.C. 12304,https://www.govinfo.gov/content/pkg/USCODE-2011-title10/pdf/USCODE-2011-title10-subtitleE-partII-chap1209-sec12304.pdf,USCODE-2011-title10-subtitleE-partII-chap1209-sec12304.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/wPeOUEVCZf3bE8ca35vesQ/cByeu57TqjblHFtpHLE0nATJp--AUKVogO4k7QmKfHfsXBv2KkoQaO_Ujk8_zny8WDfIYcaVAe5YY_uc2q_lezgprJWPud-e1j17gxFELxcL7Cdh5roGUhxqpBW0gOUwpuwEasNGzSdkSgtN0NemBOW76ayXRnpGjpjm_jWqmnjz35Qe2NjsZjRgRGtYIXL1TuDqRKd7zM4HvgEgnm23voitMgivUi-Fq9XirDDk46A/TD43hlxAx6zkfygG4UiNkvLrvU-ebMOfK-yTFYOp1oU),12/31/11,5/14/76,"Department of Defense,Department of Homeland Security,Department of Homeland Security - Coast Guard,Executive Office of the President of the United States","Terrorism,Act of War",Must be in response to: (1) use or threatened use of a weapon of mass destruction; or (2) a terrorist attack or threatened terrorist attack in the U.S. that results or could result in significant loss of life or property.,Both,Yes - Subject to Posse Comitatus,Include,,,"Scenario 3b,Scenario 3c",No,No,,Not applicable,Authorizes President to augment active forces for any named operational mission; President may authorize Secretary of Defense and Secretary of Homeland Security re: the Coast Guard (when not operating as a service in the Navy) to active duty for not more than 365 consecutive days.,,"""Troop or Uniformed Service or National Guard Deployment"""
Executive Order 13987,,Executive Order,,Executive Order,Executive Order 13987,https://irp.fas.org/offdocs/eo/eo-13987.pdf,eo-13987.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/5BC6IRSGgxYRoYb9aRgaeA/ND5XeOCgEwueOUtGzG9UDfcxcMa3zA6GBmAft4VHZzj10_6KgxxbBNcuoJ5PU98zVZ4B4vlx9X_qRpytTSKM0-0fZhb2Fd6Mtc_pDxByS9lCNrDpwTV0tej98_mfeSN4NckTi2lR9bohQynbT1C1mWjZ4Ruyo648jUMBmVplTmY/62JgKa3-0ZcsWTLLR1QZReAaIYl8YXmEwJ_UQ7xuSO0),,1/20/21,Executive Office of the President of the United States,Health Emergency,COVID-19 pandemic,Domestic,No,Include,,,,,,,No,This EO creates the position of Coordinator of the COVID-19 Response and Counselor to the President. It aims to ensure a widespread effort to limit the spread of COVID-19 by reducing response disparities and coordinating the distribution of supplies and vaccines.,,"Provision of Supplies,General Rules and Regulations"
42 U.S. Code § 300hh–14 ,Public Health Service Act,PHSA,,Legislation,Public Health Service Act,https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/nsLBzmr-b0mi9pA8n8rX1A/M7mS5i_p8GDP7RRl9uqZlKhPbqLo4glm5iGNnXKcVHJ0W-DL6uPL6VfbZqT4bglqBTFepjiKjlV5ZRc52dDDJycegsvFeYqnRa7O6obbMaGoFRU2LglRpaYK9JlGLgWpZDH1grS6uj6CSQDenP555g/bdiNIcLmJhn4cS-tocs3kLnGuI15deBdTltkSgoD-N4),7/2/24,7/1/44,"Department of Health and Human Services,Executive Office of the President of the United States","Health Emergency,Terrorism,Presidential Emergency Declarations","""If the President, acting through the Secretary of [HHS] determines that 1 or more substances of concern are being, or have been, released in an area declared to be a disaster area and disrupts the transportation of the United States...""",Domestic,No,Include,,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",No,No,,Not applicable,"Enables the President, through the HHS Secretary, to declare an area an area where a substance was released a disaster area and carry out a specific program to coordinate the protection, monitoring, care, and study of exposed individuals. ",,
",Even if major disaster has not been declared", which it would be," I think this is a Scenario 2 incident because it disrupts U.S. transportation ""","Emergency Declaration,Response Leadership",,,,,,,,,,,,,,,,,,,,,,
42 U.SC. § 5131(a),Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",No triggering event - Capacity Building,No emergency required; part of disaster preparedness,,,,,,,,,,,,,
",Domestic,Yes - Subject to Posse Comitatus,Include,Reimbursement of agencies for disaster programs,,Scenario 1",Scenario 2,Scenario 3a,Scenario 3b,"Scenario 3c""",Yes,No,,Not applicable,"Authority to create disaster preparedness programs that utilize ""all appropriate agencies"" to engage in planning and R&D. ",,"Research and Development,Strategies and General Preparedness Efforts",,,,,,,,,,,,,,
42 U.S.C. § 1532,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States","Natural Disaster,Health Emergency,Presidential Emergency Declarations,Terrorism,Act of War,Presidential Major Disaster Declaration",Needs a Presidential declaration of health emergency under the Stafford Act,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",No,No,,Not applicable,"Requires appropriate warnings about disasters to state and local officials through warning systems, technical assistance to states, and agreements with commercial communications systems.",,Communications
42 U.S.C. § 5141,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",Presidential Major Disaster Declaration,Major disaster declaration,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",No,Yes,,Yes,"Allows any federal agency charged with administering a Federal assistance program to modify or waive administrative conditions for assistance due to a ""major disaster""",,Waiver
42 U.S.C. §  5163,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States","Presidential Emergency Declarations,Presidential Major Disaster Declaration,No triggering event - Capacity Building",Major Disaster or emergency; or disaster preparedness assistance,Domestic,Yes - Subject to Posse Comitatus,Include,Creates anti-discrimination prohibitions on aid,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,Prohibits the use of sliding scales or arithmetic formulas based on income or population when determining assistance,unsure about powers invoked,
",Financial Assistance to states or Tribal Nations",,,,,,,,,,,,,,,,,,,,,,,,,
42 U.S.C. §1570a(4),Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",Presidential Major Disaster Declaration,Major disaster,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,"Allows executive branch to assist state and local governments in distributing medicine, food, consumable supplies, and emergency assistance",,Provision of Supplies
42 U.S.C. § 1570a(6),Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",Presidential Major Disaster Declaration,Major disaster,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,Allows federal assistance and support where necessary to save lives on an expedited basis,unsure about powers invoked,
",Federal-State Coordination","Appropriations - Emergency Response""",,,,,,,,,,,,,,,,,,,,,,,,
42 U.S.C. § 1570b(a),Stafford Act ,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",Presidential Major Disaster Declaration,Major disaster,Domestic,Yes - Subject to Posse Comitatus,Include,,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,"Federal agencies may provide assistance to meet ""immediate threats to life and property"" ",unsure about powers invoked,
",Appropriations - Emergency Response","Waiver""",,,,,,,,,,,,,,,,,,,,,,,,
42 U.S.C. § 5192,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",Presidential Emergency Declarations,Emergency declaration,Domestic,Yes - Subject to Posse Comitatus,Include,May authorize reimbursement but not required,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,POTUS may direct any federal agency with or without reimbursement to utilize authorities ISO state and local emergency assistance efforts (for public health and safety),,"Mission Assignment/Response Coordination,Response Leadership"
42 U.S.C. § 5147,Stafford Act,Stafford Act U.S.C.,,Legislation,Stafford Act,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/33/33/1726675200000/ta1nPp4ttgvQVMFJWadwxQ/pH1fj4iWoSEq4RX_DkdEBG8y2FDvyuqqW0th65IETn6bgf6-5NH75sgsMk-cthc6Tfcv0UqSVWG4-zEUdH466lrkIYV8t6d6DQraXpW7N3Has9VHm3RoVti_06e6ezwNZ7LIxSTY9qopwCrLO3wCq792nxupH5ZB60Z697rTI7k/TCgV9B0Z0HNTt_B8kXy3DBVZpqJbOLCjshPNguq189w),3/18/24,5/22/74,"Broadly applies to any relevant federal agency,Executive Office of the President of the United States",Presidential Major Disaster Declaration,Presidential major disaster declaration,Domestic,Yes - Subject to Posse Comitatus,Include,Reimburses federal agencies for expenditures under Stafford Act,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",Yes,No,,Yes,Allows federal agencies to be reimbursed for funds appropriated for Stafford Act purposes,unsure about powers invoked,
",Appropriations - Emergency Response","Mission Assignment/Response Coordination""",,,,,,,,,,,,,,,,,,,,,,,,
